"","plot_i","sp_i","level_used","sample_size"
"849","PAN-03","Trichilia havanensis","f","9"
"850","TAM-06","Geonoma brongniartii",NA,"0"
"851","SPD-01","Weinmannia lechleriana","d","124"
"852","SPD-01","Miconia coelestis","d","88"
"853","TAM-06","Siparuna decipiens",NA,"0"
"854","TAM-06","Prunus amplifolia","d","45"
"855","TAM-05","Socratea exorrhiza",NA,"0"
"856","TAM-06","Plinia indet","i","2"
"857","SPD-01","Calatola costaricensis",NA,"0"
"858","TAM-05","Inga acrocephala","d","23"
"859","TAM-06","Dialium guianense","f","74"
"860","TAM-06","Xylosma intermedia","i","3"
"861","PAN-03","Ferdinandusa indet","e","27"
"862","TAM-06","Ampelocera indet","h","1"
"863","TAM-05","Mouriri apiranga","f","130"
"864","TAM-06","Cordia lomatoloba","h","1"
"865","TAM-06","Ceiba insignis","f","23"
"866","TAM-06","Naucleopsis ternstroemiiflora","e","4"
"867","TAM-06","Trema integerrima","e","6"
"868","TAM-06","Inga tomentosa","d","23"
"869","SPD-02","Ficus apollinaris","c","6"
"870","SPD-02","Neea divaricata","h","2"
"871","TAM-06","Allophylus pilosus","i","2"
"872","ESP-01","Myrsine indet","c","18"
"873","PAN-03","Eugenia biflora","h","1"
"874","TAM-05","Inga leiocalycina","d","23"
"875","TAM-06","Quararibea indet","f","23"
"876","TAM-06","Astronium lecointei","f","31"
"877","PAN-03","Chrysophyllum indet","b","18"
"878","TAM-06","Ormosia panamensis","f","74"
"879","TAM-06","Inga oerstediana","d","23"
"880","TAM-05","Tachigali vasquezii","c","6"
"881","TAM-06","Guarea kunthiana","b","9"
"882","TAM-05","Nectandra cuspidata","d","9"
"883","TAM-05","Trattinnickia peruviana","f","12"
"884","TAM-05","Brosimum rubescens","c","6"
"885","TAM-06","Trichilia poeppigii","f","9"
"886","TAM-05","Heisteria spruceana",NA,"0"
"887","TAM-06","Chimarrhis hookeri","f","76"
"888","TAM-05","Rollinia pittieri","f","35"
"889","TAM-06","Astrocaryum chonta",NA,"0"
"890","PAN-03","Aspidosperma excelsum","f","15"
"891","SPD-01","Cissus trianae",NA,"0"
"892","TAM-06","Gloeospermum sphaerocarpum","f","12"
"893","TAM-06","Pleurothyrium williamsii","f","151"
"894","TAM-05","Leonia racemosa","c","12"
"895","TAM-06","Cordia indet","h","1"
"896","PAN-03","Talisia indet","i","2"
"897","SPD-01","Magnolia amazonica","h","1"
"898","TAM-06","Oxandra riedeliana","f","35"
"899","SPD-01","Miconia dolichorrhyncha","d","88"
"900","PAN-03","Pouteria torta","b","32"
"901","SPD-02","Lissocarpa indet","b","21"
"902","TAM-06","Brosimum lactescens","b","6"
"903","SPD-02","Unonopsis guatterioides","e","18"
"904","TAM-05","Peltogyne floribunda","e","21"
"905","TAM-05","Aspidosperma desmanthum","f","15"
"906","PAN-02","Qualea acuminata","d","9"
"907","SPD-02","Dussia tessmannii","e","15"
"908","TAM-05","Eschweilera juruensis","c","12"
"909","PAN-02","Pourouma bicolor","a","15"
"910","PAN-02","Pourouma minor","a","3"
"911","SPD-02","Ocotea longifolia","d","88"
"912","PAN-02","Ocotea javitensis","c","26"
"913","PAN-03","Sloanea indet","c","42"
"914","TAM-05","Virola multinervia","d","15"
"915","TAM-06","Nectandra cissiflora","d","9"
"916","PAN-02","Ocotea bofo","a","9"
"917","TAM-05","Nectandra pulverulenta","d","9"
"918","PAN-02","Sloanea laxiflora","d","42"
"919","PAN-02","Humiriastrum colombianum",NA,"0"
"920","PAN-03","Ocotea javitensis","c","8"
"921","SPD-02","Sapium indet","c","10"
"922","PAN-02","Xylopia calophylla","f","35"
"923","TAM-05","Glycydendron amazonicum","f","136"
"924","PAN-02","Chrysophyllum argenteum","d","18"
"925","TAM-06","Cecropia sciadophylla","d","7"
"926","PAN-02","Qualea indet","d","9"
"927","PAN-03","Inga ruiziana","d","23"
"928","TRU-04","Ruagea subviridiflora","f","9"
"929","PAN-02","Inga thibaudiana","a","11"
"930","PAN-03","Schefflera sprucei","f","29"
"931","TAM-06","Inga acreana","d","23"
"932","PAN-02","Meliosma loretoyacuensis","d","36"
"933","SPD-01","Prunus integrifolia","b","24"
"934","TRU-04","Cyathea divergens","c","15"
"935","PAN-03","Annona indet","f","35"
"936","TAM-05","Tetragastris altissima","f","12"
"937","PAN-02","Pouteria reticulata","d","32"
"938","TAM-06","Gallesia integrifolia","g","1"
"939","ACJ-01","Myrsine dependens","d","83"
"940","PAN-02","Herrania nitida","f","23"
"941","PAN-03","Meliosma indet","b","6"
"942","PAN-02","Pouteria coriacea","d","32"
"943","TAM-05","Cordia ucayaliensis","h","1"
"944","PAN-03","Inga gracilifolia","d","23"
"945","TAM-05","Nectandra longifolia","d","9"
"946","PAN-02","Andira inermis","e","11"
"947","PAN-02","Bathysa australis","f","76"
"948","TAM-06","Diplotropis indet","f","74"
"949","TAM-06","Rollinia pittieri","f","35"
"950","TAM-06","Coccoloba densifrons","i","6"
"951","SPD-02","Prunus indet","b","6"
"952","PAN-02","Hirtella triandra","f","36"
"953","SPD-01","Tovomita indet","e","24"
"954","SPD-02","Byrsonima indet",NA,"0"
"955","PAN-02","Ocotea obovata","c","26"
"956","PAN-02","Doliocarpus dentatus",NA,"0"
"957","TAM-05","Inga coriacea","d","23"
"958","TAM-05","Pouteria caimito","c","8"
"959","SPD-01","Matayba guianensis","i","2"
"960","PAN-02","Piptadenia cuzcoensis","e","11"
"961","PAN-02","Cecropia sciadophylla","d","7"
"962","ESP-01","Hedyosmum scabrum","c","18"
"963","SPD-01","Prunus detrita","c","6"
"964","SPD-02","Sloanea fragrans","d","42"
"965","TAM-05","Pithecellobium corymbosum","e","21"
"966","TAM-06","Inga coruscans","d","23"
"967","TAM-05","Oxandra xylopioides","f","35"
"968","PAN-02","Casearia arborea","h","1"
"969","TAM-05","Crepidospermum indet","f","12"
"970","TAM-06","Swartzia leptopetala","f","74"
"971","SPD-01","Licaria indet","e","12"
"972","SPD-01","Dioicodendron dioicum","e","16"
