"","plot_i","sp_i","level_used","sample_size"
"1174","PAN-02","Alchornea brittonii","d","63"
"1175","SPD-02","Pouteria torta","b","18"
"1176","SPD-01","Ladenbergia indet","e","16"
"1177","SPD-02","Hedyosmum cuatrecazanum","b","11"
"1178","SPD-02","Cestrum indet","h","5"
"1179","PAN-02","Licania indet","d","12"
"1180","TAM-05","Ampelocera edentula",NA,"0"
"1181","PAN-02","Pouteria krukovii","d","18"
"1182","SPD-01","Myrcia aliena","h","2"
"1183","SPD-02","Chomelia tenuiflora","e","12"
"1184","PAN-02","Pachira trinitensis","f","6"
"1185","SPD-02","Citronella incarum",NA,"0"
"1186","PAN-02","Couepia obovata","f","24"
"1187","PAN-02","Inga nobilis","c","11"
"1188","PAN-02","Eugenia florida","h","25"
"1189","PAN-02","Sloanea terniflora","d","32"
"1190","ESP-01","Prunus debilis","b","15"
"1191","PAN-03","Sloanea rufa","c","32"
"1192","SPD-01","Myrcia paivae","h","2"
"1193","TAM-06","Inga marginata","d","23"
"1194","PAN-03","Talisia cerasina","i","28"
"1195","PAN-02","Toulicia reticulata","i","28"
"1196","PAN-02","Zapoteca amazonica","e","11"
"1197","PAN-02","Eschweilera albiflora","d","12"
"1198","PAN-02","Simaba paraensis","i","11"
"1199","SPD-02","Eugenia florida","h","25"
"1200","PAN-02","Pourouma indet","c","17"
"1201","PAN-02","Inga densiflora","c","11"
"1202","SPD-02","Laetia procera","i","17"
"1203","PAN-02","Socratea exorrhiza","i","23"
"1204","WAY-01","Oreopanax microflorous","b","20"
"1205","SPD-01","Saurauia glabra","h","1"
"1206","SPD-02","Rollinia andicola","e","18"
"1207","PAN-02","Diplotropis martiusii","e","11"
"1208","PAN-02","Virola peruviana","d","13"
"1209","SPD-02","Solanum indet","h","10"
"1210","PAN-02","Triplaris americana","i","19"
"1211","PAN-02","Sloanea brevipes","d","32"
"1212","PAN-02","Miconia lourteigiana","d","73"
"1213","TAM-06","Trichilia pleeana","f","9"
"1214","TRU-04","Hieronyma indet","d","6"
"1215","SPD-01","Viburnum ayavacense","h","10"
"1216","SPD-02","Allophylus punctatus","i","28"
"1217","TAM-06","Rollinia indet","f","35"
"1218","TAM-06","Triplaris setosa","i","19"
"1219","PAN-02","Cedrela odorata","f","9"
"1220","SPD-01","Hedyosmum translucidum","b","10"
"1221","PAN-02","Neea divaricata","i","2"
"1222","TAM-06","Chrysophyllum pomiferum","d","10"
"1223","PAN-02","Cordia ucayaliensis","h","13"
"1224","SPD-01","Clethra obovata","d","20"
"1225","SPD-01","Hieronyma duquei","d","6"
"1226","WAY-01","Erythroxylum deciduum","h","2"
"1227","PAN-02","Qualea amoena","d","9"
"1228","TAM-06","Hasseltia floribunda","i","17"
"1229","SPD-01","Caryocar glabrum","c","6"
"1230","PAN-02","Pouteria eugeniifolia","d","18"
"1231","PAN-02","Ladenbergia oblongifolia","f","65"
"1232","WAY-01","Baccharis brachylaenoides","e","2"
"1233","TAM-05","Quararibea indet","e","6"
"1234","PAN-03","Leonia glycycarpa","b","12"
"1235","TAM-05","Inga auristellae","d","23"
"1236","PAN-02","Richeria indet","f","6"
"1237","ACJ-01","Oreopanax indet","d","20"
"1238","PAN-02","Mollinedia killipii","d","18"
"1239","PAN-02","Matisia malacocalyx","f","6"
"1240","SPD-01","Sapium glandulosum","d","10"
"1241","PAN-02","Protium plagiocarpium","d","12"
"1242","PAN-02","Sloanea rufa","d","32"
"1243","PAN-02","Guatteria guentheri","d","35"
"1244","PAN-03","Coussarea hirticalyx","e","20"
"1245","SPD-01","Cecropia membranacea","c","1"
"1246","TAM-05","Miconia bubalina","d","73"
"1247","PAN-02","Aparisthmium cordatum","e","29"
"1248","ESP-01","Cyathea delgadii","b","15"
"1249","TAM-05","Quiina florida","e","14"
"1250","PAN-02","Siparuna decipiens","h","2"
"1251","SPD-01","Clusia flaviflora","b","15"
"1252","TAM-05","Sloanea fragrans","d","32"
"1253","PAN-02","Sloanea pubescens","d","32"
"1254","PAN-02","Glycydendron amazonicum","e","29"
